"id";"lang";"label";"desc"
"339";"Q7172";"tr";"Arap Birliği";"22 Arap ülkesinin üye olduğu milletler arası bir örgüt"
"340";"Q7172";"ar";"الإتحاد الدول العربية";"منظمة إقليمية تضم الدول الناطقة باللغة العربية"
"341";"Q7768";"fr";"Association des nations de l'Asie du Sud-Est";"organisation internationale"
"342";"Q7768";"de";"ASEAN";"internationale Organisation südostasiatischer Staaten"
"343";"Q7768";"en";"ASEAN";"international organisation of Southeast Asian countries"
"344";"Q7768";"tr";"ASEAN";"Güneydoğu Asya ülkelerinde bir uluslararası örgüt"
"345";"Q7768";"ar";"أسيان";"رابطة دول جنوب شرق آسيا"
"346";"Q776874";"fr";"Dialogue pour la coopération asiatique";NA
"347";"Q776874";"de";"Asia Cooperation Dialogue";NA
"348";"Q776874";"en";"Asia Cooperation Dialogue";"intergovernmental organization"
"349";"Q776874";"tr";"Asya Birliği";"Hükûmetlerarası kuruluş"
"350";"Q776874";"ar";"حوار التعاون الآسيوي";NA
"351";"Q170481";"fr";"Coopération économique pour l'Asie-Pacifique";"forum économique intergouvernemental"
"352";"Q170481";"de";"Asiatisch-Pazifische Wirtschaftsgemeinschaft";"internationale Organisation"
"353";"Q170481";"en";"Asia-Pacific Economic Cooperation";"international economic forum"
"354";"Q170481";"tr";"Asya Pasifik Ekonomik İşbirliği";NA
"355";"Q170481";"ar";"منتدى التعاون الاقتصادي لدول آسيا والمحيط الهادئ";"منظمة تجارة دولية"
"356";"Q1147937";"fr";"Association des États de la Caraïbe";NA
"357";"Q1147937";"de";"Association of Caribbean States";NA
"358";"Q1147937";"en";"Association of Caribbean States";"regional intergovernmental organization"
"359";"Q1147937";"tr";NA;NA
"360";"Q1147937";"ar";"رابطة الدول الكاريبية";NA
"361";"Q795985";"fr";"Bay of Bengal Initiative for MultiSectoral Technical and Economic Cooperation";"groupe de pays qui dépendent de la Baie du Bengale pour leur commerce maritime"
"362";"Q795985";"de";"BIMSTEC";NA
"363";"Q795985";"en";"Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation";"group of nations that depend of Bay of Bengal for maritime trade"
"364";"Q795985";"tr";NA;NA
"365";"Q795985";"ar";"مبادرة خليج البنغال للتعاون التقني والاقتصادي المتعدد القطاعات";NA
"366";"Q2655795";"fr";"Conseil britannico-irlandais";NA
"367";"Q2655795";"de";NA;"Organisation"
"368";"Q2655795";"en";"British–Irish Council";"organization"
"369";"Q2655795";"tr";NA;NA
"370";"Q2655795";"ar";"المجلس البريطاني الأيرلندي";"منظمة"
"371";"Q96053693";"fr";NA;NA
"372";"Q96053693";"de";NA;NA
"373";"Q96053693";"en";"Bucharest Nine";"Diplomatic organization of Central and Eastern European countries"
"374";"Q96053693";"tr";"Bükreş Dokuzlusu";NA
"375";"Q96053693";"ar";NA;"منظمة تشيكية"
"376";"Q205995";"fr";"Communauté caribéenne";NA
"377";"Q205995";"de";"Karibische Gemeinschaft";"Organisation karibischer Staaten und abhängiger Gebiete, zurzeit 15 Mitglieder"
"378";"Q205995";"en";"Caribbean Community";"organisation of 15 Caribbean nations and dependencies"
"379";"Q205995";"tr";"Karayip Ortak Pazarı";NA
"380";"Q205995";"ar";"مجموعة الكاريبي";"منظمة تضم 15 دولة الكاريبي والتبعيات"
"381";"Q190028";"fr";"système d'intégration centraméricain";NA
"382";"Q190028";"de";"Zentralamerikanisches Integrationssystem";NA
"383";"Q190028";"en";"Central American Integration System";"economic and political organization of Central American states"
"384";"Q190028";"tr";"Orta Amerika Ortak Pazarı";"1958 yılında kurulmuş bir uluslararası örgüt"
"385";"Q190028";"ar";"منظومة التكامل في أمريكا الوسطى";NA
"386";"Q7779";"fr";"communauté des États indépendants";"entité intergouvernementale composée de 10 des 15 anciennes républiques soviétiques"
"387";"Q7779";"de";"Gemeinschaft Unabhängiger Staaten";"Zusammenschluss verschiedener Nachfolgestaaten der Sowjetunion"
"388";"Q7779";"en";"Commonwealth of Independent States";"regional organization whose participating countries are former Soviet Republics"
"389";"Q7779";"tr";"Bağımsız Devletler Topluluğu";"devletler topluluğu"
"390";"Q7779";"ar";"رابطة الدول المستقلة";"منظمة دولية"
"391";"Q7785";"fr";"Commonwealth";"organisation internationale"
"392";"Q7785";"de";"Commonwealth of Nations";"lose Verbindung unabhängiger Staaten ehemaliger britischer Kolonien"
"393";"Q7785";"en";"Commonwealth of Nations";"intergovernmental organisation"
"394";"Q7785";"tr";"İngiliz Milletler Topluluğu";"Britanya Imparatorluğu devletlerinin oluşturduğu bir topluluk"
"395";"Q7785";"ar";"دول الكومنولث";"اتحاد طوعي مكون من 52 دولة جميعها من مستعمرات الإمبراطورية البريطانية سابقاً"
"396";"Q1045401";"fr";"communauté d'États latino-américains et caraïbes";NA
"397";"Q1045401";"de";"Gemeinschaft der Lateinamerikanischen und Karibischen Staaten";"regionaler Verband lateinamerikanischer und karibischer Länder"
"398";"Q1045401";"en";"Community of Latin American and Caribbean States";"regional bloc of Latin American and Caribbean states"
"399";"Q1045401";"tr";"Latin Amerika ve Karayip Devletleri Topluluğu";NA
"400";"Q1045401";"ar";"مجموعة دول أمريكا اللاتينية والكاريبي";NA
"401";"Q8908";"fr";"Conseil de l'Europe";"organisation européenne intergouvernementale pour la défense des droits de l'homme"
"402";"Q8908";"de";"Europarat";"europäische internationale Organisation, gegründet 1949"
"403";"Q8908";"en";"Council of Europe";"International organisation founded in 1949"
"404";"Q8908";"tr";"Avrupa Konseyi";"devletler arası kuruluş"
"405";"Q8908";"ar";"مجلس أوروبا";"منظمة دولية"
"406";"Q20036753";"fr";NA;NA
"407";"Q20036753";"de";NA;NA
"408";"Q20036753";"en";"Craiova Group";NA
"409";"Q20036753";"tr";"Craiova Grubu";"Bulgaristan, Romanya, Sırbistan ve Yunanistan arasında bölgesel ortaklık"
"410";"Q20036753";"ar";NA;NA
"411";"Q337456";"fr";"communauté d'Afrique de l'Est";NA
"412";"Q337456";"de";"Ostafrikanische Gemeinschaft";"zwischenstaatliche Organisation, die 2000 von Kenia, Uganda und Tansania gegründet wurde und der seit 2007 auch Burundi und Ruanda sowie seit 2016 der Südsudan angehören"
"413";"Q337456";"en";"East African Community";"intergovernmental bloc"
"414";"Q337456";"tr";"Doğu Afrika Topluluğu";NA
"415";"Q337456";"ar";"مجموعة شرق أفريقيا";NA
"416";"Q193272";"fr";"communauté économique des États de l'Afrique de l'Ouest";"organisation intergouvernementale ouest-africaine"
"417";"Q193272";"de";"Westafrikanische Wirtschaftsgemeinschaft";"Internationale Organisation von 15 Staaten in Westafrika"
"418";"Q193272";"en";"Economic Community of West African States";"organization"
"419";"Q193272";"tr";"Batı Afrika Ülkeleri Ekonomik Topluluğu";NA
"420";"Q193272";"ar";"المجموعة الاقتصادية لدول غرب إفريقيا";"منظمةاقتصادية دولية تهتم بتطوير الاقتصاد في منطقة الغرب الإفريقي"
"421";"Q225950";"fr";"Organisation de coopération économique";NA
"422";"Q225950";"de";"Organisation für wirtschaftliche Zusammenarbeit";"Zwischenstaatliche Kooperation im nahen und mittleren Osten"
"423";"Q225950";"en";"Economic Cooperation Organization";"founded in 1985 in Tehran by the leaders of Iran, Pakistan, and Turkey"
"424";"Q225950";"tr";"Ekonomik İşbirliği Örgütü";"Uluslararası Ekonomik Organizasyon"
"425";"Q225950";"ar";"منظمة التعاون الاقتصادي";"منظمة دولية تنظم حكومات سبع دول آسيوية وثلاث أوروبية عبر مساحة 8٬620٬697 كم2"
"426";"Q4173083";"fr";"Union économique eurasiatique";"union économique des pays d'Europe orientale, d'Asie centrale et occidentale"
"427";"Q4173083";"de";"Eurasische Wirtschaftsunion";"internationale Organisation"
"428";"Q4173083";"en";"Eurasian Economic Union";"economic union of northern and central Asian and eastern European countries"
"429";"Q4173083";"tr";"Avrasya Ekonomik Birliği";NA
"430";"Q4173083";"ar";"الاتحاد الاقتصادي الأوروآسيوي";"منظمة اقتصادية"
"431";"Q458";"fr";"Union européenne";"union politico-économique sui generis d'États européens"
"432";"Q458";"de";"Europäische Union";"europäischer Staatenverbund"
"433";"Q458";"en";"European Union";"economic and political union of 27 states located in Europe"
"434";"Q458";"tr";"Avrupa Birliği";"çoğunlukla Avrupa'da bulunan devletlerin ekonomik ve siyasi birliği"
"435";"Q458";"ar";"الاتحاد الأوروبي";"اتحاد اقتصادي وسياسي لدول تقع معظمها في أوروبا"
"436";"Q62005941";"fr";"Prosur";"Organisation de l'intégration des pays d’Amérique du sud"
"437";"Q62005941";"de";"Prosur";"südamerikanisches Staatenbündnis"
"438";"Q62005941";"en";"Prosur";"proposed intergovernmental union"
"439";"Q62005941";"tr";NA;NA
"440";"Q62005941";"ar";"منتدى التقدم والتنمية في أمريكا الجنوبية";NA
"441";"Q326816";"fr";"GUAM";NA
"442";"Q326816";"de";"GUAM";NA
"443";"Q326816";"en";"GUAM Organization for Democracy and Economic Development";"organization"
"444";"Q326816";"tr";"GUAM Demokrasi ve Ekonomik Kalkınma Örgütü";NA
"445";"Q326816";"ar";"منظمة غوام للتطوير الديمقراطي والاقتصادي";"منظمة دولية"
"446";"Q217172";"fr";"Conseil de coopération du Golfe";NA
"447";"Q217172";"de";"Golf-Kooperationsrat";"zwischenstaatliche Einrichtung"
"448";"Q217172";"en";"Cooperation Council for the Arab States of the Gulf";"regional intergovernmental political and economic union consisting of many Arab states of the Persian Gulf"
"449";"Q217172";"tr";"Körfez Arap Ülkelerinin İşbirliği Konseyi";NA
"450";"Q217172";"ar";"مجلس التعاون لدول الخليج";"هيئة إدارية وسياسية تضم كل الدول العربية المطلة على الخليج العربي باستثناء العِراق"
"451";"Q2297691";"fr";"Association des États riverains de l'océan Indien";NA
"452";"Q2297691";"de";"IOR-ARC";NA
"453";"Q2297691";"en";"Indian Ocean Rim Association";"international organization consisting of coastal states bordering the Indian Ocean"
"454";"Q2297691";"tr";NA;NA
"455";"Q2297691";"ar";"رابطة حافة المحيط الهندي";NA
"456";"Q499151";"fr";"Parlement latino-américain";NA
"457";"Q499151";"de";"Lateinamerika-Parlament";"internationales südamerikanisches Parlament"
"458";"Q499151";"en";"Latin American Parliament";"international parliament"
"459";"Q499151";"tr";NA;NA
"460";"Q499151";"ar";"البرلمان الأمريكي اللاتيني";NA
"461";"Q97994672";"fr";"Triangle de Lublin";NA
"462";"Q97994672";"de";"Lublin-Dreieck";"außenpolitisches Bündnis zwischen Litauen, Polen und der Ukraine"
"463";"Q97994672";"en";"Lublin Triangle";"International organization"
"464";"Q97994672";"tr";"Lublin Üçgeni";NA
"465";"Q97994672";"ar";"مثلث لوبلين";NA
"466";"Q1918937";"fr";"Groupe mélanésien Fer de lance";NA
"467";"Q1918937";"de";"Melanesian Spearhead Group";NA
"468";"Q1918937";"en";"Melanesian Spearhead Group";"intergovernmental organization composed of four Melanesian states"
"469";"Q1918937";"tr";"Melanezya Mızrak Ucu Grubu";NA
"470";"Q1918937";"ar";NA;NA
"471";"Q4264";"fr";"marché commun du Sud";"communauté économique"
"472";"Q4264";"de";"Mercosur";"Südamerikanischer Staatenverbund mit gemeinsamem Binnenmarkt"
"473";"Q4264";"en";"Mercosur";"South American economic agreement"
"474";"Q4264";"tr";"MERCOSUR";NA
"475";"Q4264";"ar";"ميركوسور";NA
"476";"Q7184";"fr";"Organisation du traité de l'Atlantique Nord";"organisation politico-militaire"
"477";"Q7184";"de";"NATO";"militärisches Bündnis europäischer und nordamerikanischer Staaten"
"478";"Q7184";"en";"NATO";"intergovernmental military alliance of Western states"
"479";"Q7184";"tr";"NATO";"Uluslararası Askerî İttifak"
"480";"Q7184";"ar";"حلف شمال الأطلسي";"تحالف سياسي وعسكري بقيادة الولايات المتحدة الأمريكية وأوروبا الغربية بشكل عام"
"481";"Q146165";"fr";"Conseil nordique";"forum de coopération pour les institutions parlementaires des pays nordiques"
"482";"Q146165";"de";"Nordischer Rat";"Internationale Organisation"
"483";"Q146165";"en";"Nordic Council";"geo-political inter-parliamentary forum for co-operation between the Nordic countries"
"484";"Q146165";"tr";"İskandinav Kurulu";NA
"485";"Q146165";"ar";"المجلس الشمالي";"منظمة دولية"
"486";"Q123759";"fr";"Organisation des États américains";"organisation continentale d'États américains"
"487";"Q123759";"de";"Organisation Amerikanischer Staaten";"regionale Internationale Organisation auf dem amerikanischen Kontinent"
"488";"Q123759";"en";"Organization of American States";"international organization"
"489";"Q123759";"tr";"Amerikan Devletleri Örgütü";NA
"490";"Q123759";"ar";"منظمة البلدان الأمريكية";"منظمة دوليّة"
"491";"Q757276";"fr";"Forum des îles du Pacifique";"organisation"
"492";"Q757276";"de";"Pacific Islands Forum";"zwischenstaatliche Organisation"
"493";"Q757276";"en";"Pacific Islands Forum";"intergovernmental organization"
"494";"Q757276";"tr";"Pasifik Adaları Forumu";NA
"495";"Q757276";"ar";"منتدى جزر المحيط الهادئ";NA
"496";"Q3117794";"fr";"Groupe des dirigeants polynésiens";NA
"497";"Q3117794";"de";NA;NA
"498";"Q3117794";"en";"Polynesian Leaders Group";"international governmental cooperation group"
"499";"Q3117794";"tr";NA;NA
"500";"Q3117794";"ar";NA;NA
"501";"Q11523819";"fr";"Partenariat économique régional global";"accord de libre-échange"
"502";"Q11523819";"de";"Regional Comprehensive Economic Partnership";"Freihandelsabkommen"
"503";"Q11523819";"en";"Regional Comprehensive Economic Partnership";"free trade agreement"
"504";"Q11523819";"tr";"Bölgesel Kapsamlı Ekonomik Ortaklık";NA
"505";"Q11523819";"ar";"الشراكة الاقتصادية الإقليمية الشاملة";NA
"506";"Q485207";"fr";"Organisation de coopération de Shanghai";"organisation inter-gouvernementale en Asie"
"507";"Q485207";"de";"Shanghaier Organisation für Zusammenarbeit";"Völkerrechtlicher Vertrag"
"508";"Q485207";"en";"Shanghai Cooperation Organisation";"International organization based in China"
"509";"Q485207";"tr";"Şanghay İşbirliği Örgütü";"Uluslararası bir örgüt"
"510";"Q485207";"ar";"منظمة شانغهاي للتعاون";NA
"511";"Q145700";"fr";"Association sud-asiatique pour la coopération régionale";NA
"512";"Q145700";"de";"Südasiatische Vereinigung für regionale Kooperation";NA
"513";"Q145700";"en";"South Asian Association for Regional Cooperation";"economical, political and military Alliance of South Asian Nations in Nepal"
"514";"Q145700";"tr";"Güney Asya Bölgesel İşbirliği Teşkilatı";NA
"515";"Q145700";"ar";"رابطة جنوب آسيا للتعاون الاقليمي";"منظمة ما بين الحكومات"
"516";"Q3935730";"fr";"TAKM";NA
"517";"Q3935730";"de";"TAKM";"TAKM ist ein Militärbündnis zwischen den zentralasiatischen Staaten Türkei, Aserbaidschan, Kirgistan und die Mongolei an. Auch Kasachstan werde demnächst beitreten. Das Hauptquartier der TAKM ist in Ankara."
"518";"Q3935730";"en";"TAKM";"organization"
"519";"Q3935730";"tr";"TAKM";NA
"520";"Q3935730";"ar";"تاكم";"منظمة"
"521";"Q32069506";"fr";"Initiative des trois mers";"forum de pays de l'est de l'Union européenne et d'Europe centrale"
"522";"Q32069506";"de";"Drei-Meere-Initiative";"Organisation und Initiative zur Stärkung der mitteleuropäischen Zusammenarbeit"
"523";"Q32069506";"en";"Three Seas Initiative";"international political forum of Middle-European states"
"524";"Q32069506";"tr";NA;NA
"525";"Q32069506";"ar";NA;"منظمة"
"526";"Q13231715";"fr";NA;NA
"527";"Q13231715";"de";NA;NA
"528";"Q13231715";"en";"Trilateral Cooperation Secretariat";"organization established to promote peace between China, Japan, and South Korea"
"529";"Q13231715";"tr";NA;NA
"530";"Q13231715";"ar";"أمانة التعاون الثلاثي";NA
"531";"Q596850";"fr";"Conseil turcique";NA
"532";"Q596850";"de";"Türkischer Rat";"internationale Organisation"
"533";"Q596850";"en";"Turkic Council";"regional organization of countries speaking Turkic languages"
"534";"Q596850";"tr";"Türk Konseyi";"Türkçe konuşan ülkeler örgütü"
"535";"Q596850";"ar";"المجلس التركي";"منظمة دولية تضم الدول الناطقة باللغة التركية"
"536";"Q4230";"fr";"Union des nations sud-américaines";"organisation intergouvernementale"
"537";"Q4230";"de";"Union Südamerikanischer Nationen";"Internationale Organisation"
"538";"Q4230";"en";"Union of South American Nations";"intergovernmental union"
"539";"Q4230";"tr";"UNASUR";NA
"540";"Q4230";"ar";"اتحاد دول أمريكا الجنوبية";"اتحاد حكومي دولي"
"541";"Q244323";"fr";"groupe de Visegrád";"Groupe informel réunissant la Hongrie, la Pologne, la Tchéquie et la Slovaquie"
"542";"Q244323";"de";"Visegrád-Gruppe";"zwischenstaatliche Organisation"
"543";"Q244323";"en";"Visegrád Group";"cultural and political alliance in Central Europe"
"544";"Q244323";"tr";"Vişegrad Grubu";"Ülkeler arası bölgesel organizasyon"
"545";"Q244323";"ar";"حلف الفيشغراد";"تحالف سياسي و عسكري"
"546";"Q1642145";"fr";"Conseil nordique occidental";"forum de coopération entre le Groenland, les îles Féroé et l'Islande"
"547";"Q1642145";"de";"Westnordischer Rat";NA
"548";"Q1642145";"en";"West Nordic Council";"cooperation forum between Greenland, the Faroe Islands and Iceland"
"549";"Q1642145";"tr";NA;NA
"550";"Q1642145";"ar";NA;"منظمة"
